name,ジャンル,その他ジャンル,都道府県,住所,建物名フロア数,電話番号,最寄り駅,Googleマップ,ウェブサイト,イートイン,テイクアウト,デリバリー,通販,クラファン・チケット,オンライン料理教室,期限付酒類小売業免許,Twitter,Facebook,Instagram,公式LINE,混雑状況アプリ,位置情報(緯度経度),定休日,営業時間,イートインメニュー,非接触決済,クレジットカード,個室,室内の完全禁煙,バリアフリー,席数,営業時間(テイクアウト),テイクアウトメニュー,事前注文URL,サービス名,サービスのURL,サービス名２,サービスのURL２,詳細,出前のURL,通販サイト,通販サイト2,通販メニュー,サイト名,タイトル,サービスURL,終了日,サイト名,料理教室の内容,オンラインのURL,提供元
立川カフェ Stephan and Joe ,カフェレストラン,ケーキ屋さん,東京都,東京都立川市柴崎町2-10-14,矢沢ビル一階,0425956718,立川,https://goo.gl/maps/w6ocuuH4ja2UX4qz7,https://www.instagram.com/stephanandjoe/,TRUE,TRUE,〇,FALSE,FALSE,✖,✖,,https://www.facebook.com/stephanandjoe/,https://www.instagram.com/stephanandjoe/,https://lin.ee/2F8fwBywx,,,毎週木曜・第三水曜,11:30〜19:30 ランチタイム11:30〜14:00 ラストオーダー19:00,,〇,,〇,〇,〇,12,11:30〜19:00,,,Uber eats,,,,,,,,,,,,,,,,
Ryukyu Chinese Dining TAMA,中華料理,,東京都,東京都渋谷区渋谷2-3-2藤本ビル2F,,0334865577,,https://goo.gl/maps/oGVkG8FPWDCo4GkN9,,true,true,true,true,false,,true,,,,,,"35.6598721,139.7088336",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,コロナの影響は甚大。TAMA再開に向けて一生懸命頑張ります。,https://camp-fire.jp/projects/view/258546,2020/05/27,,,,
TORISALON,和食,,東京都,東京都港区西麻布2丁目25-24 2階,,0334866366,六本木駅,https://goo.gl/maps/rNDnMEL8SZxaYXku9,https://instagram.com/torisalon6710?igshid=19i1q1xbxax6i,〇,〇,,true,true,,true,,https://facebook.com/Torisalon-1709487192640793/,,,,"35.660036, 139.720852",,,,,,,,,,,"お任せ（焼き鳥、サイドメニュー、〆のご飯）10,000円。親子丼や鶏そぼろ丼なども有り、要相談。",,,,,,,,,,,,,,,,,,
亜細亜食房リバーサイゴン,ベトナム料理,,東京都,東京都狛江市東和泉3丁目10-7,,0334886848,狛江駅,https://goo.gl/maps/N1bdFnEHk1nhdXZh8,,true,true,,false,false,,,,,,,,"35.626548, 139.573719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家庭料理うさぎ,和食,,東京都,東京都品川区西五反田7-18-5,,0334902158,五反田駅,https://goo.gl/maps/dedKEhGB8F24V8fs7,https://instagram.com/juju_usagimama/,true,true,,✖,✖,,,,https://facebook.com/gotanda.usagi/,,,,"35.623137, 139.718498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インド・ネパール料理　ラクシュミー,カレー,インド,東京都,東京都品川区上大崎2-27-1サンフェリスタ目黒2F,,0334933714,目黒駅,https://goo.gl/maps/9iEbD93wekt6zqF19,,true,true,,false,false,,,https://twitter.com/laxmi_meguro,https://facebook.com/laxmimeguro/?modal=admin_todo_tour,,,,"35.63425, 139.714906",,,,,,,,,,,①ラクシュミー弁当(ナンorライス付)/チキンカレー５８０円、野菜カレー５８０円、マトンカレー６３０円、キーマカレー②ランチカレーセット(ランチタイムのみ)８３０円~※②は①よりカレーが大盛りです　◆グランドメニューも全てテイクアウトOK…店内でゆっくり選んでくださいね。,,,,,,,,,,,,,,,,,,
龍門,中華料理,,東京都,東京都品川区上大崎2丁目27-3目黒駅前山田ビルBF1,,0334938771,目黒駅,https://goo.gl/maps/88wJPhoyic3YrJNR7,,〇,〇,,✖,true,,,,,,,,"35.634244, 139.715025",,,,,,,,,,,"四川料理の日  4/20 麻婆豆腐500円、 4/21〜30麻婆豆腐650円、よだれ鶏ハーフ1000円 週替わりランチ950円
★麻婆豆腐ランチ950円
★アラカルトメニュー（税抜）
当店名物『よだれ鶏』1600円（ハーフ1000円）
本場麻婆豆腐1250円
辣子鶏ラヅジ2300円　　　　　　　　　　　　　　　
本場エビ1250円
蟹炒飯1250円",,,,,,,,,,,,,,,,,,
銀座 壮石 新,寿司,,東京都,東京都中央区入船3-3-12あぐいビル1F,,0362803022,新富町駅,https://goo.gl/maps/NfBMk9PEANvC4t8ZA,https://www.soseki-arata.com/,〇,〇,,✖,true,,,,https://facebook.com/soseki.arata/,,,,"35.670286, 139.776066",,,,,,,,,,,"握り鮓：一人前2,000円（折代別・税別）～／ばらちらし：2,600円（折代込み・税別）／特製太巻き：3,000円（折代込み・税別）",,,,,,,,,,,,,,,,,,
神楽坂くろす,和食,寿司,東京都,東京都新宿区津久戸町4-11,,0362808112,飯田橋駅,https://goo.gl/maps/TgXm2BoiwNjWAdYb8,,〇,〇,false,✖,✖,,,,https://www.facebook.com/kagurazakakurosu/,,,,"35.70292, 139.74017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロス・バルバドス,ベジ・ヴィーガン,,東京都,東京都渋谷区宇田川町41-26パピエビル104,,0334967157,渋谷駅,https://goo.gl/maps/4YDwWzfUVBPbDzPx5,,true,true,,false,false,,,https://twitter.com/barbados4126,https://www.facebook.com/losbarbados.shibuya/,,,,"35.66274, 139.695259",,,,,,,,,,,レバノン風野菜総菜盛合せ 1300円　ヴィーガンランチボックス 900円　コンゴ風豆煮込み 650円    ケニア風ケール煮込み 250円 　アフリカンサラダ 250円  ピタパン 200円　チャパティ 200円,,,,,,,,,,,,,,,,,,
タベルナユキ,スペイン料理,,東京都,東京都港区赤坂6-6-5赤坂ロイヤルビル1F,,0335052550,赤坂駅,https://goo.gl/maps/tD4q1CaUPL6aBnJw8,http://www.taberna-yuki.com/TABERNA_YUKI/supein_shi_tangBARtaberunayuki.html,true,true,,false,false,,,https://twitter.com/taberna_yuki,,,,,"35.670182, 139.737525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
炭火居酒屋山﨑　新橋店,居酒屋・ダイニングバー,和食,東京都,東京都港区新橋2-10-1NKビルB1F,,0335080797,新橋駅,https://goo.gl/maps/PAmcv6EHi28HShTJ7,,true,true,,false,false,,,,,,,,"35.667341, 139.755679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEVEL神楽坂,フレンチ,,東京都,東京都新宿区神楽坂4-3TKビル1階,,0362808220,神楽坂駅,https://g.page/nichifutsubaru?share,,true,false,,true,false,,,,https://facebook.com/nichifutsubaru/,https://instagram.com/levelkrz1113?igshid=1jfpogh996yss,,,"35.701796, 139.740034",,,,,,,,,,,"冷蔵
・お惣菜盛り合わせ(2人前)　￥1500
　
冷凍できる商品
・テリーヌ・ド・カンパーニュ(2食分)     ￥1200
・ほうき鶏のレバームース(2食分)　￥1000
・季節野菜のキッシュ　￥700
・いわて短角牛とひよこ豆のチリコンカン　￥800
・近江牛すじ肉の煮込み　￥1000
・黒毛和牛ほほ肉の赤ワイン煮込み　￥1800",,,,,,,,,,,,,,,,,,
andon,和食,,東京都,東京都中央区日本橋3−11−10,,0335272498,小伝馬町,https://goo.gl/maps/y6LBnsVT77m7ZZPBA,http://andon.shop,true,true,,false,false,,,,https://facebook.com/andon.omusubi/,https://instagram.com/andon.omusubi/,,,"35.68767, 139.782541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉処にくのすけ,焼肉,,東京都,東京都中央区日本橋小伝馬町10-8,,0335273129,小伝馬町駅,https://g.page/nikunosuke?share,https://nosuke-world.com/nikunosuke.html,〇,〇,,true,✖,,,https://twitter.com/nikunosuke2929,,https://instagram.com/nikunosuke2929?igshid=l5vcqur674cg,,,"35.691467, 139.779405",,,,,,,,,,,"テイクアウトモツ鍋　1人前1,280円　2人前2,560円
おつまみセット　1,080円
牛ハラミ弁当　1,300円
牛テール弁当　1,580円
豚骨ラーメン　800円
その他はお電話又は店頭にてご確認ください。",,,,,,,,,,,,,,,,,,
喫茶パーラーふるさと,ハンバーガー,,東京都,東京都中央区月島1-9-15,,0335316916,月島駅,https://goo.gl/maps/4QVmA76FDUUXZZwz5,,〇,〇,,✖,✖,,,,,,,,"35.665034, 139.782735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
てのしま,和食,,東京都,東京都港区南青山1-3-211-55ビル2階,,0363162150,青山一丁目駅,https://goo.gl/maps/q4uYP8esz3vATztQ6,https://www.tenoshima.com/,〇,〇,,✖,✖,,,,https://facebook.com/tenoshima/,https://instagram.com/tenoshima884/,,,"35.671518, 139.725784",,,,,,,,,,,"価格は税抜きです
てのしま寿司大 いなり寿司4個／鰆1本／穴子1本／がり　5900円
てのしま寿司小 いなり寿司2個／鰆半分／穴子半分／がり　2950円
穴子寿司 穴子1本／がり　2500円
鯖寿司 鯖1本／がり　5000円
鰆寿司 鰆1本／がり　2300円
おいなりさん 胡麻／麻の実／人参／ごぼう　350円
豆レモンいなり 冷凍グリンピース／レモン　350円
筍わらびいなり 筍／わらび／胡麻　350円
葉わさびいなり 葉山葵　350円
いりこだしにゅうめん 1人前めん80g／だし／葱／レモン／七味　1000円
筍ごはん 米2合／筍／出汁／太白油／木の芽　3000円
甘鯛ごはん 米2合／甘鯛／出汁／太白油／葱　3000円
はなが牛根菜ローストビーフ 200ｇ肉／ごぼう／人参／にんにく／辛子　3000円
地御前牡蠣山椒オイル煮 150g（5～6粒）　1500円
はたと豆腐の小鍋 はた／豆腐／葱／芹／だし／薬味ポン酢　2000円
出汁巻き卵 玉子5個分1本　1500円
若竹煮 筍約150g／わかめ60ｇ／木の芽／菜の花　2500円
青菜と揚げの炊いたん 小松菜120ｇ／いりこだし／油揚げ1/2枚　600円
豆腐と揚げと葱の味噌汁　400円
伝助穴子の茶碗蒸し 1人前ゆりね／銀杏／伝助穴子／三つ葉　1000円",,,,,,,,,,,,,,,,,,
築地さらしなの里,和食,,東京都,東京都中央区築地3-3-9,,0335417343,築地駅,https://goo.gl/maps/WjdVzQnbcGP8FkR27,https://sarashinanosato.com,true,true,,false,false,,,,,,,,"35.668925, 139.773961",,,,,,,,,,,"手打そば700円   天ぷら各種（車海老、穴子、精進 その他）各1,400円～    ご自宅用生そば700円   その他全商品おテイクアウト承ります。",,,,,,,,,,,,,,,,,,
オステリアイルレオーネ,イタリアン,,東京都,東京都新宿区新宿2-1-7,,0363800505,新宿御苑前駅,https://goo.gl/maps/rRTX4SeZyFTqhi2R6,http://illeone.jimdo.com,true,true,〇,false,false,,,,https://facebook.com/osteriailleone/,https://instagram.com/osteriailleone/,,,"35.68848, 139.709213",,,,,,,,,,,"■”ランプレドッット”フィレンツェ風ギアラとほうれん草の煮込み　¥1200
■イタリア産生ハムとサラミの盛り合わせ                                             ¥1200
■フルーツトマトとブッラータチーズのサラダ仕立て                          ¥1200
■スパゲッティアッラカレッティエラ　辛いトマトソース                  ¥1200
■本日のショートパスタをトスカーナ風のミートソースで                 ¥1200
                                
■本日の厳選牛肉のタリアータ（約200g)                                             ¥2400
■ビステッカ・アッラ・フィオレンティーナ
　フィレンツェ風のT-ボーンステーキ　　　　　　　　　           　¥1200/100g
500g 700g 1kgの3種類
自家製フォカッチャ　　　　　　　　　　　　　　　　　　　　￥500",,,https://www.ubereats.com/jp/tokyo/food-delivery/%E3%82%AA%E3%82%B9%E3%83%86%E3%83%AA%E3%82%A2%E3%82%A4%E3%83%AB%E3%83%AC%E3%82%AA%E3%83%BC%E3%83%8D-osteria-il-leone/9Kwqw2yjSFSdD6bZdbn5Cw,,,,,,,,,,,,,,,
食と和酒の店　暁,和食,,東京都,東京都練馬区豊玉上1-11-6,,0335577348,江古田駅,https://goo.gl/maps/EECmPdVrg4NjBCS38,https://r.gnavi.co.jp/e770600/,〇,〇,,✖,✖,,,https://twitter.com/ekoda_akatsuki1,,https://instagram.com/ekoda_akatsuki/?hl=ja,,,"35.736293, 139.670733",,,,,,,,,,,限定５食海鮮丼９５０円　焼肉幕の内弁当８００円　塩鯖幕の内弁当８００円　大盛無料カレーライス７００円　大盛無料じゃこチャーハン７５０円　本日のおつまみＢＯＸ１５００円　本日のおつまみＢＯＸ上２５００円　シャモロックのたたき９５０円　シャモロックグリル８８０円　豚しゃぶネギまみれ６８０円　練馬野菜の天ぷら７８０円　定番若鶏の唐揚げ５８０円,,,,,,,,,,,,,,,,,,
ラ・ファミーユ,カレー,,東京都,東京都板橋区高島平1-49-1すずきマンション1F,,0335596485,西台駅,https://goo.gl/maps/28d8zQQziwSLWZPAA,,true,true,,false,false,,,,,,,,"35.784209, 139.669918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葡萄屋,和食,,東京都,東京都大田区山王3-29-3,,0335642001,大森駅,https://goo.gl/maps/yJ7v3qZYx7KezYAY8,,true,true,,false,false,,,,,http://www.instagram.com/budoya_yakitori,,,"35.585345, 139.725145",,,,,,,,,,,葡萄屋弁当　1200円,,,,,,,,,,,,,,,,,,
トラットリア・イタリア 六本木一丁目店,イタリアン,,東京都,東京都港区六本木1丁目6-1泉ガーデンタワー2F,,0335681645,六本木一丁目駅,https://goo.gl/maps/PnAB2gWtznazr3XK7,http://www.trattoria-italia.com/roppongi.html,〇,〇,,true,✖,,,,,,,,"35.664622, 139.739441",,,,,,,,,,,"◆ピッツァ マリナーラ/￥1,100 ◆ピッツァ マルゲリータ/￥1,480 ◆ピッツァ ベオーネ/￥1,600 ◆ピッツァ ナポレターナ/￥1,620 ◆ピッツァ ヴェスヴィオ/￥1,740 ◆ピッツァ ボングスタイオ/￥1,740 ◆ピッツァ ロマーナ/￥1,740 ◆ピッツァ ジェノヴェーゼ/￥1,840 ◆ピッツァ ビアンケッティ/￥1,840 ◆ピッツァ カプリチョーザ/￥1,840 ◆ピッツァ クワットロ フォルマッジョ/￥1,880 ◆ピッツァ クワットロ フォルマッジョ“ミエーレ”/￥1,980",,,,,,,,,,,,,,,,,,
dashi-sai ゆかり ~紫~,和食,,東京都,東京都中央区銀座8-4-24　銀座藤井ビル2階,,0335690013,銀座,https://goo.gl/maps/MCCtnb7Uya7zZDaE7,https://tabelog.com/tokyo/A1301/A130103/13241352/,true,true,,,false,,,,,https://instagram.com/dashi_sai_yukari?igshid=a5h3h2f3vb17,,,"35.669278,139.760083",,,,,,,,,,,,,,,,,,,,,,みらいの食券,,https://mirai-ticket.jp/shop/97,,,,,
銀座エスコフィエ,フレンチ,,東京都,東京都中央区銀座5丁目4-15西五ビル2F,,0335711882,銀座駅,https://g.page/ginza-escoffier?share,https://www.escoffier.co.jp/,true,true,,false,false,,,,,https://www.instagram.com/ginzaescoffier/,,,"35.671594, 139.762981",,,,,,,,,,,今月の魚料理1000円、今月の肉料理1000円、シェフ特製カレー1200円、仔牛のカツレツ ミラノ風1500円、鴨のコンフィ1500円、ブイヤベース2000円、ブッフブルギニヨン2000円、常陸牛100%ハンバーグステーキ3000円,,,,,,,,,,,,,,,,,,
オールドタイランド　GEMS市ヶ谷店,タイ料理,,東京都,東京都千代田区六番町4-3GEMS市ヶ谷3F,,0363808360,市ヶ谷駅,https://goo.gl/maps/q2hUTk7QxtGwxoK76,http://www.sscy.co.jp/oldthailand.html,〇,〇,,✖,✖,,,,https://facebook.com/%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%89%E3%82%BF%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%89-GEMS-%E5%B8%82%E3%83%B6%E8%B0%B7%E5%BA%97-439848312881092/,https://instagram.com/oldthailand_ichigaya/,,,"35.689161, 139.735263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シノワ　（シノワ銀座店）,フレンチ,,東京都,東京都中央区銀座6-4-5オリエントビルB1F,,0335713108,銀座駅,https://goo.gl/maps/xUmjfVTw8DQuiMnF7,https://www.chinois.jp/ginza/,true,true,〇,false,false,,〇,,https://facebook.com/WineBarChinois/,,,,"35.671383, 139.761742",,,,,,,,,,,スパイス香る欧風カレー1800円　黒毛和牛のハヤシライス1800円　三元豚の田舎風パテ1600円　イベリコ・ベジョータの生ハム熟成36ヶ月 3600円  松阪ポークのヒレカツサンド1800円　オリジナルブレンドのハーブティー926円,する,,https://www.tablecheck.com/shops/chinoisginza-pickup/reserve,,,,,https://chinois-online.shop,,,,,,,,,,
銀座 小料理 龍,和食,,東京都,東京都中央区銀座8-2-8高坂ビルB2F,,0335713800,新橋駅,https://goo.gl/maps/GdqNLwdLhUgB7Qk7A,https://www.facebook.com/koryouritatsu/,〇,true,,false,✖,,,,https://facebook.com/koryouritatsu/,,,,"35.669627, 139.759542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蕎麦Sycamore,そば・うどん,,東京都,東京都世田谷区世田谷3-3-1COMSSETAGAYAB-1,,0364135653,東急上町駅,https://goo.gl/maps/iK8p8cVUSsh54LPQ6,https://soba-sycamore.jp,true,true,,false,false,,,,,,,,"35.643061, 139.648269",,,,,,,,,,,蕎麦つゆ付800円 おかず盛り合わせ(5〜6品)1500円 だし巻き玉子800円 とりの唐揚げ600円,,,,,,,,,,,,,,,,,,
大勝軒いぶき,ラーメン・つけ麺,ラーメン,東京都,東京都練馬区田柄５丁目１６−１０,,0335774112,光が丘,"https://maps.google.com/maps?ll=35.75872,139.632229&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92179-0073%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%B7%B4%E9%A6%AC%E5%8C%BA%E7%94%B0%E6%9F%84%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%91%EF%BC%96%E2%88%92%EF%BC%91%EF%BC%90",,true,true,,〇,false,,,,,,,,"35.75872,139.632229",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/685,,,,,,,,,,
高麗（板橋本町）,焼肉,,東京都,東京都板橋区本町36-19,,0335798955,板橋本町駅,https://maps.app.goo.gl/dpJHu6yxFPC2yesN8,,true,true,,false,false,,,,,,,,"35.761771, 139.706596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グルテンフリーレストラン　ふぉこらーれ,各国料理,グルテンフリー,東京都,東京都世田谷区世田谷1-16-24榎本ビル1階,,0364136363,世田谷駅,https://goo.gl/maps/6rT5BvbZKedBTpuG6,http://xn--qcks2bj7dugefm1eg7h.tokyo/,〇,〇,,✖,✖,,,,,,,,"35.641625, 139.65068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
しゃぶ禅六本木店,和食,,東京都,東京都港区六本木3-16-33青葉六本木ビルB1,,0335855600,六本木駅、六本木一丁目駅,https://g.page/roppongishabushabu?share,https://roppongi.shabuzen.co,true,true,,false,false,,true,,,,,,"35.662128, 139.736392",,,,,,,,,,,"すきやき弁当1500円　ステーキ弁当1500円　カツカレー1200円
霜降り牛しゃぶしゃぶ2600円
（霜降り牛150g、野菜盛合せ、ごまだれ、ポン酢だれ、薬味、出汁昆布）
霜降り牛すき焼き　　2600円
（霜降り牛150g、野菜盛合せ、割下、牛脂）",,,,,,,,,,,,,,,,,,
粋 Sui | キッチンスタジオ＆カフェ,ベジ・ヴィーガン,,東京都,東京都三鷹市井の頭5-21-16,,000000,吉祥寺駅,https://g.page/suii-jp?share,https://suii.jp/,true,true,,false,false,,,,https://facebook.com/suii.jp/,https://instagram.com/suii.jp/,,,"35.694684, 139.573968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州料理　おにまる,和食,,東京都,東京都港区麻布十番1丁目11-10十番アネックス1F,,0335868187,麻布十番駅,https://goo.gl/maps/D7oehEomK7erHJn26,https://www.facebook.com/九州料理-おにまる-186431831535384/,〇,〇,,true,false,,,https://twitter.com/onimaru_azabu,https://facebook.com/九州料理-おにまる-186431831535384/,,,,"35.655648, 139.736581",,,,,,,,,,,日替り大将おまかせ弁当1500円、弁当刺身付き2000円、明太だし巻き・唐揚げ・ハムカツなど総菜350円～,,,,,,,,,,,,,,,,,,
炭焼きやきとり はな 扇橋店,居酒屋・ダイニングバー,,東京都,東京都江東区扇橋2丁目21-2宮方ビル1Ｆ,,0336153287,住吉駅,https://goo.gl/maps/YBckwpL6vaf1mgrh6,https://tabelog.com/tokyo/A1312/A131201/13033461/,true,true,,false,false,,,,,,,,"35.683285, 139.816266",,,,,,,,,,,"おまかせ串10本 2000円
15本 2980円
20本 3580円
アスパライス 900円
やきとり弁当 900円
なかおち丼 1000円
うになかおち丼 1680円
牛タンにこみ 680円
牛タン弁当 1480円
スタミナちゃん弁当 1280円
牛タン炭焼き2串 780円
牛ロースさっぱりおろしポン酢 680円
まぐろユッケ 780円
まぐろなかおち 680円",,,,,,,,,,,,,,,,,,
ヨロシク寿司 稲城店,和食,,東京都,東京都稲城市大丸630,,000000,稲城長沼駅,https://goo.gl/maps/monYbLsJ42MjCTaw7,https://www.sushiten.com/?tokyo%2Fyoroshiku,true,true,,false,false,,,,,,,,"35.645471, 139.496599",,,,,,,,,,,予約注文にて握り・丼テイクアウト可,,,,,,,,,,,,,,,,,,
カフェレストラン鍵,洋食,,東京都,東京都江東区森下2-19-1森下キーコーポ一階,,0336320770,森下駅,https://goo.gl/maps/69FhGGo8sxDAE1Ug7,https://yoshoku-restaurant.business.site/,true,true,,false,false,,,,,,,,"35.688257, 139.798786",,,,,,,,,,,"【ランチ】
シーフードフライ930円
アジフライ670円
豚の生姜焼き790円
サーモンのユーリンチー780円
チキン南蛮840円
ポークカツ900円

【ディナー】
オムライス　740円
ふわふわデマオムライス840円
ハンバーグ目玉焼き添え　760円
エビフライ　970円
etc...",,,,,,,,,,,,,,,,,,
ハレラニテラス,ベジ・ヴィーガン,,愛知県,愛知県名古屋市千種区覚王山通9-16-3,,000000,覚王山駅,http://maps.google.com/?cid=10190403929377805541&hl=ja&gl=jp,http://halelaniterrace.com/,true,true,,false,false,,,,,,,,"35.166747, 136.951819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清澄白河フジマル醸造所,イタリアン,,東京都,東京都江東区三好2-5-3,,0336417115,清澄白河駅,https://maps.app.goo.gl/vqfs2CbG2XqwvgX9A,,〇,〇,,✖,✖,,,,https://facebook.com/kiyosumishirakawa.fujimaru/,fujimaru_tokyo,,,"35.679139, 139.802618",,,,,,,,,,,パスタソース量り売り:ボロネーゼソース1人前500円（税込）　メニューは随時更新中です。詳しくはお店にご連絡ください！,,,,,,,,,,,,,,,,,,
日の出寿司,寿司,,東京都,東京都江戸川区南小岩8丁目26-6,,0336571218,小岩駅,https://goo.gl/maps/e5KN2PmBscRZ2zM86,,true,true,,false,false,,,,,,,,"35.730046, 139.886537",,,,,,,,,,,日替わり丼700円　ばらちらし800円　並チラシ1100円　上ちらし1600円　並すし1000円,,,,,,,,,,,,,,,,,,
あやせ寿司,寿司,,東京都,東京都江戸川区西小岩1丁目16-16,,0336573837,小岩駅,https://goo.gl/maps/ZwTyHLaZkT5dTLok6,,true,〇,,true,false,,,,,,,,"35.733612, 139.878443",,,,,,,,,,,ランチ握り1人前550円　1.5人前800円　ちらし800円,,,,,,,,,,,,,,,,,,
日本橋茅場町 鳥徳,その他,焼鳥＆鰻,東京都,東京都中央区日本橋茅場町2丁目5番地6号,,0336610962,茅場町駅,https://goo.gl/maps/xTEvh7fwFtLo2e6C8,,true,true,,false,false,,,,,,,,"35.678938, 139.778452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イレール人形町,フレンチ,ビストロ,東京都,東京都中央区日本橋人形町2-22-2,,0336620775,人形町駅,https://goo.gl/maps/tFD1XHNey4VfF59c6,http://www.irreel.jp,true,true,,false,false,,,,http://facebook.com/irreel/,,,,"35.686215, 139.784227",,,,,,,,,,,オードブル盛り合わせ2000円〜、牛頬肉の赤ワイン煮2300円、子羊のトマト煮・クスクス添え1800円など。,,,,,,,,,,,,,,,,,,
ベジとスパイス　om om om,ベジ・ヴィーガン,,愛知県,愛知県常滑市本町2-1,,000000,常滑駅,https://goo.gl/maps/jskFreFRScUy5KKE8,https://omomom.amebaownd.com,true,true,,false,false,,,,,,,,"34.88472, 136.839097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIZZA DA BABBO,イタリアン,,東京都,東京都中央区日本橋人形町２丁目２１−１ＦＳビル1F,,0336662777,人形町駅,https://g.co/kgs/MWbyB1,http://www.da-babbo.jp/,〇,〇,,true,✖,,,https://twitter.com/dababbo,,,,,"35.686168, 139.784721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かしかし,和食,焼き鳥,東京都,東京都江戸川区南小岩7-22-11リベーロ平和Ⅱ1階,,0336716825,小岩駅,https://goo.gl/maps/cL1Mn13sdvkBZbax9,https://r.gnavi.co.jp/g552300/,〇,〇,,✖,✖,,,,,,,,"35.732343, 139.882193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
讃岐直送うどんさいた川,そば・うどん,,東京都,東京都江戸川区西葛西5丁目8-4-104,,0336879971,西葛西駅,https://goo.gl/maps/qFSkkNctznik69bk8,http://www.kojima2.com/saitagawa/,〇,〇,,✖,false,,,,,,,,"35.666833, 139.8603",,,,,,,,,,,人気天 550円　上天盛合せ 990円　ざる・釜揚げ2人前セット 650円,,,,,,,,,,,,,,,,,,
フォーシーズンズカフェ,カフェレストラン,,東京都,東京都江戸川区西葛西6丁目5-12,,0336891173,西葛西駅,https://goo.gl/maps/RSUPuuDYt8sqLxyX7,http://www.fourseasons-cafe.com/sp/,true,true,,false,false,,,https://twitter.com/fourseasonscafe,,,,,"35.663878, 139.857331",,,,,,,,,,,フルーツサンドイッチ,,,,,,,,,,,,,,,,,,
二毛作,おでん,,東京都,東京都葛飾区立石1-14-4,,0336942039,京成立石駅,https://goo.gl/maps/3wCnBUKucjCZkziy8,,true,true,,false,false,,,,https://facebook.com/二毛作-188017141253779/,,,,"35.737875, 139.847046",,,,,,,,,,,"おでん盛り合わせ　1080円
とりまも唐揚げ　780円
もつ煮込み　530円
ポテトサラダ480円
",,,,,,,,,,,,,,,,,,
肉呑み びあんど,居酒屋・ダイニングバー,,東京都,東京都江東区南砂4-18-9,,0336990155,南砂町駅,https://maps.app.goo.gl/ULyusZxpYMvSbAPt5,,true,true,,false,false,,,https://twitter.com/0291viande4129?s=09,,https://instagram.com/viande4129?igshid=pe3oixfxcbne,,,"35.67247, 139.83245",,,,,,,,,,,ハンバーグ弁当700円　豚肉しょうが焼き弁当700円　おたのしみ弁当850円　野菜サラダ350円　他日替りメニューあり,,,,,,,,,,,,,,,,,,
焼肉アリラン,居酒屋・ダイニングバー,韓国料理,東京都,東京都江東区潮見2-1-8,,0336997736,潮見駅,https://goo.gl/maps/U3viroLekG53wtWr5,,true,true,,false,false,,,,https://facebook.com/炭火焼肉-韓国家庭料理-アリラン-潮見-375337752501467/,,,,"35.660247, 139.816046",,,,,,,,,,,ビビンパ880円　海苔巻880円　スンドゥブ990円　キムチチゲ990円　コムタンスープ990円　ユッケジャンスープ880円　ソルロンタン990円　冷麺1100円　トッポキ880円　チャプチェ1078円　イイダコ炒め1100円　海鮮チヂミ1210円　ネギチヂミ1210円　キムチチヂミ990円,,,,,,,,,,,,,,,,,,
のどか,和食,,東京都,東京都世田谷区用賀4-9-25,,0337001317,用賀駅,https://goo.gl/maps/dkgLouHLudMZyCv4A,http://www.cafe-nodoca.com/,true,true,,false,false,,,,,,,,"35.627896, 139.633257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
たまき食堂,定食・食堂,,東京都,東京都世田谷区玉堤1-29-12,,0337018708,尾山台駅,https://goo.gl/maps/bSoc8SW8HuHEsTUH7,,〇,〇,,✖,false,,,https://twitter.com/jvsiXeTloaLns05?s=20,,,,,"35.599563, 139.650446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
